,year,nlp,sentences,ocr,diff_random,diff_majority,bnert-time-st-y,bnert-time-y,bnert-time-y_masked_25,bnert-time-y_masked_75,diff-bnert-time-st-y,diff-bnert-time-y,diff-bnert-time-y_masked_25,diff-bnert-time-y_masked_75
851,1847,2194,"at twelve o'clock theanniversary meeting of the club took place in the com-mittee-room. the duke of richmond presided, and wassupported by lord portman, mr. pusey, m.p., and alarge body of members. the business transacted wasmerely of a routine character, and possessed no featureof public interest. mr. b. t. brandreth gibbs, hono-rary secretary to the club, was in attendance. the saleof stock during the day was unusually brisk. on noformer occasion do we remember to have seen a greaternumber of lots purchased on the first day. thoseanimals which have obtained the highest prizes are notas yet disposed of, probably owing to",0.9355,0,29,[1864],1867,1853,1844,17,20,6,3
852,1853,2194,"not get upand read to the meeting a list of prices of imple-ments, and then ask—if such a question were stillneedful—how farmers are to buy such costlyaffairs. the steam-engine costs 5001. to beginwith, if the farm is large enough to make it,according to current notions, worth while. thedrill for such a farm costs 40/.. ; rollers from 11/.to 181. ; a reaping machine from 171. to 201., andso on. now if, after all this outlay, such ma-chines as samuelson's digger are to be added, thefarmer may well ask where the capital is to comefrom. he must go on paying for",0.9568,1,4,[1847],1846,1846,1846,6,7,7,7
853,1865,2194,"mr. martin,for second hindustani, "" gleig's lives of clive andmunro ;"" mr. pottinger, for first mathematics, acase of mathematical instruments ; mr. turnbull,for second mathematics, a prismatic compass ; mr.blake, for third fortification, a pocket compass andscale ; mr. bruce, for third topography, a pocketsextant ; mr. lewis, for first practical geometry, apocket sextant, and for second landscape drawing abox of colours and a sketch-book ; mr. home, forsecond practical geometry, pocket compass andscales ; and mr. atchison, for first landscape draw-ing, a box of colours and a sketsh-box. amemoran-(him of considerable length from the council ofeducation was read by",0.9662,10,1,[1844],1844,1844,1844,21,21,21,21
854,1849,2642,"waswhy it should act work equally well parochially ? (re-newelaheen.) st. pancras sad ilarylebone had been referredta. all be mkt ley was, that he knew that hobbes e's actlathes@ pariahs. worked well, that the rstepayen themselvesbed • preps and eilloind control over the expandible., andthel be sot sly sisesrely wished his constituents in pd-ifsglen, is it point straggle for hobluder's ast, egoaesihl, het! he begged to soy that he would de ell be amidhod is sad at of sarliusent to mist then is obtain* it.mr. joax williams, m.p., mr. mims, nm matloewe having addressed the meting, the moldiestvas weed.mr. robson",0.5541,9,1,[1849],1849,1856,1849,0,0,7,0
855,1849,2642,"lord mayor's day.this being the day appointed for the precessionfrom louden to wanefaster, where the new lord mayoris ewers in, then weithe un-1 bustle is the city. themeets skew whisk thelisew ipso to pia were closed spinetan unprivileged vekielse, mid at the appointed buns thegilded carriages, the men is smear, the city %nen, andthe escort of troops, gladdened the sisht of the crowd whothronged the line of the procession. there was an abund.mace of coin, bustle, and military music, and the affair"" west off "" very muck after the usual fashion. on his wayto westminster. the lord mayor embarked at",0.6139,19,3,[1819],1819,1819,1819,30,30,30,30
856,1869,2194,"thereto unpaidsundry accountsliability under sums assured, &c. (1867) 6,369,469 11 7proprietors' fundsurplus fund as before 907,552 8 6total £7,565,198 1 3on. assets.amount invested in fixed mortgages £1,460,772 2 7ditto ditto decreasing dittoditto ditto reversions 347,136 5 5ditto ditto funded securitiesditto ditto temporary securitiescurrent interest on the above invest-mantacash and bills .36,243 7 622,604 2 9rev. j. w. ayrerev. f. g. bloomfieldhon. acd rev. f. byngrev. r. g. bakerrev. s. brookethe lord clintonrev. w. cadmane. charrington, esq.rev. e. l. cutts, chaplainrev. e. capel curerev. j. e. coxoctavius coope, esq.arthur currie, esq.rev. j. connellrev. c. w. fursec. j. freake. esq.j. s. gilliat,",0.8956,4,17,[1869],1869,1869,1869,0,0,0,0
857,1825,2646,"regular communication between thesecolonies and the new government of colombia willvery soon be established. the second october packetwill bring out mails for laguira, which will be 'con-veyed hence by a new mail-boat. the boat will remaintwenty-four hours at laguira, thence proceed to st.thomas, and will touch at all the islands on her returnto this port, the general rendezvous. on the arrival ofevery island packet, this boat will take the same route.the austrian observer of the 11th inst; gives an ac-count of the result of the last campaign in greece, very'different from that which we published on saturday.according to this anti-greek",0.9091,21,2,[1824],1824,1824,1824,1,1,1,1
858,1849,2194,"officertook french leave, and cleared with all his family,medals, clasps, &c. numbers of the old pensionershave fallen victims to the prevailing epidemic, andthere is a great doal of sickness amongst the boys ofthe school.",0.9537,39,27,[1863],1863,1863,1866,14,14,14,17
859,1813,2647,"*muted and conducted before the are ili.lurevined. • the reverse appears to be the failure of police, who, shall , take such admihis- ! the reashins have very fetwilikeirtodoliellrol- bills to decrees, between. the yemeasures u belongs to hint.' without prejudice hytiht, and bukewlei .. •-• • --..f? •- • • i being als .3 1.3113101 0 111 d thlt proceeding',to he. adopted before the tvi.. i the hilt letters received from wuriuris atinounce :the years isoo and 1810, beint",0.7425,46,8,[1813],1810,1810,1814,0,3,3,1
860,1859,2084,"thatwhich is a great. miarepresentation of their realwish and. intention. . • •by the arrival of the british and north ame-rican royal mail steamship america, we haveintelligence, from. washington,.to• -the 14th, andfroth new york to the 15th inst., together withtelegraphic . despatches from new york, - ridhalifax, to the 17th. the intelligence broughtby this arrival is not of great general importance.some uneasiness seems to be felt in the moneymarket of new york, but no immediate contrac-tion of ordinary business seems to have takenplace or to be contemplated. • •an interesting letter. will be found in anothercolumn, exposing some gross abuses",0.8713,8,5,[1810],1859,1859,1859,49,0,0,0
861,1827,2194,"the emperor with his suite rode along a hollowway, three cannon were fired. one ball shivered atree dose to napoleon, and, rebounding, killed generalkirchenner, and mortally wounded duroc, whom theemperor 1/lad just spoken to. a halt was ordered, andfor the rest of the day napoleon remained in front of histeat surrounded by his guard, who pitied their emperor,ax. if he had lost one of his children. ile visited thedying man, whose entrails were torn by the shot,and expressed his affection and regret. on no other but thatsingle occasion was he ever observed so much exhausted,or absorbed by grief, as to",0.9396,18,11,[1815],1815,1849,1815,12,12,22,12
862,1846,2088,") raise upon bond a sum not. exceedingalo,ooo which they were already elitilied to raisef purchasing the %hole et net rn at a r rice to be settled byrbitration, the arbitration not o assign any additional,blue to the proper's• in con,e(inenee of the rower of ere-. .sting new shares. the arbittati ii is to be rtttr the nodepointed out b‘ the lands clauses consolidation act.these wrre the only alterations of importance in the bill,.re elail;led to buy. and the contp:•ny to sell. u; nn s quit-al. terns. mr. l'arke,, on behalf of thy buotle m-%%laic') is, that the chrporaiiori will",0.7512,20,8,[1852],1850,1850,1850,6,4,4,4
863,1861,2194,"—""ich ai""per il—causes of spermatorrhcca and impotence;early vicious indulgences; dangers of neglect.chapter i il—a review of the various disqualificationsof marriage; whether resulting from youthful abuse, thefollies of maturity, the effects of climate, or infection.chapters iv. and v. on the modern treatment ofgonorrhoea and syphilis.the book concludes with numerous varied and interesting4""8, to which is added the author's recipe of a preventivelotion.reviews 010 the work.'turns on manhood.--this is a truly valuable work, andmould be in the hands of young and old.""—"" sunday times,""22d march, 1856."" the author has conferred a great boon by publishing thislittleivi work, in which is described the",0.8334,38,22,[1856],1856,1856,1860,5,5,5,1
864,1822,2647,"sessions-house, green-street,maui, vzs. *o.the court was occupied the entire of yesterday 1.:1a moat important cu.; that of daniel lieelsza, ebro'mansion, patrick lynch, patrick klolvelial, aid !b.malone, seta were tried for breaking into, sod bar*the dwelling-house of michael healey, at springfield, •the parish of esker, oa the 24 of febtairy last abethe examination of a great souther of witritun, tkjury, at balf-past six o'clock, returned a verdil of a-quittal fur all the prisoners, but suggested to the tor.the propriety of binding them over to keep the ppparticularly to the prosecutor and his wile. the lariaccordingly ordered them to gin security, theatre:is501.",0.6461,20,16,[1819],1819,1819,1812,3,3,3,10
865,1823,2647,"at baslashall street—del. 9, j. webster, tower street, merchant, at basirghallstreet—dec. 4, h. e. baynes liverpool, inert:bast, at thegeorge inn, liverpool—dec. 19, e. allen, bristol, navy con-tractor, at the bush tavern, bristol—dec. 9, f. m. luhbren,newcastle upon tyne, iron founder, at the george lan, new.castle upon tyne.certificates—dee. 9.. w. hickman, leicester square, middlesex. healer—p. bat-ter, little boltott, lancashire. menaracturer—s. frodshem.prodsham, cheihire, draper—j. jones, breeoe,'ntaltster—t.buckle, leeds, merchant—j. maunders, uppet.groand mesa, 'christchareh, surrey, victualler—f. martin. tewkesbrry.eloacestershlre, wine inerchluit-.4. floater, halifax, york-shire, dealer.partnerships difsolved.c. and b. johntion, bath, milliners—j. tillett and w. res-ton, moor's yard, st. martin's lane, carriers—j. wilina andj. metcalfe, oldham,",0.7435,27,1,[1847],1821,1812,1826,24,2,11,3
866,1859,2194,"and the archbishops ofvienna and olmutz have served to strengthen the_ _sympathies of the two governments. oite of thefats that strikes me most in rome is, that aman so universally spoken against and detested asis antonelli should yet manage to retain his postand his power. wherever i go i hear the sametone indulged in. the other cardinals dislike himexcessively, some perhaps from jealousy; for, inspite of the osculuni pacts periodically exchanged,cardinals are but men ; yet many are honestly per-suaded that he is ruining the country by a homepolicy which is full of selfishness, and a foreignpolicy which is anti-national,",0.9758,6,4,[1860],1860,1860,1860,1,1,1,1
867,1836,2194,"south ; thereby showing the connectionmagnetism and the theory of mineral veins.(advertisement.) l+ irllir°powerfulcases, 12 inches long, by 5 inches wide, each playing ogeniswith the music finished in a very superior manner, are wita,,ipiffive guineas each. also a few of the same descriptl,airs, price seven guineas each, at t. cox s.avoa;i:loaottsilversmith, goldsmith, and watchmaker, 47, cornlll,:oue 00.50,n. b. the small musical boxes, 3i inches long, coni.'„es, stin tin cases, price 19s. each, or in composition shelleach. ofbirths. the 114on the sth inst., at myrtle hall, sidmouth, devon'g. manning, esq., of a daughter. att'on the 6th inst., at chelsea, the lady",0.8646,21,5,[1844],1844,1844,1844,8,8,8,8
868,1855,2194,"the proudest in the annals of our own country. of coursemuch of this must be set down to the merest and sheerestcuriosity—to the circumstance that an emperor, and, stillmore, an empress, is seldom seen in england ; to the promi-nent position which these personages have occupied in thetalk of the day for several years. yet there remains thequestion what it is that has so wonderfully moved our curio-sity in this instance ?—why do we, a constitutional people,flock in crowds to do a species of homage to one who basraised himself above constitutions and laws; and why are weready to doff",0.9027,12,2,[1841],1841,1851,1863,14,14,4,8
869,1848,2194,"ana. w.s.w., strong and squally; 20thvariable.—arrd. 19th, bangalore, martyn, india and st.croix; vanguard, norris, jamaica; william ackers, sar-geant, ditto; united kingdom, quebec; victoria, havan-nah ; alice maude, williams, port philip; derwent, wher-eon, hobart town, van diemen's land; lightning, mellish,sydney, new south wales; palestine,briar,grenada ; sethsprague, wadsworth, new orleans for antwerp; susan,rieitibucto, for hull; helen, foster, quebec; eclipse,davies, madeira ; a barque, honduras, and sailed forlondon.",0.8516,0,1,[1853],1853,1846,1844,5,5,2,4
870,1860,2194,"and prayingin theatres. many just criticisms they will find,'and some useful and kindly advice. no one cantell them better than the writer how to touch thehearts of the many, and as he avows himself desirousthey should do so, they will do wisely to listen toso wise a guide. he points them to somethingbetter than all the "" isms"" of the past or the pre-sent. lord dungannon and lord shaftesburymay each learn useful lessons from the author of"" oliver twist.""the monopoly exercised by the gas companiesof the metropolis has long been a source of publicannoyance and discontent. a meeting of someimportance",0.9763,24,22,[1869],1869,1869,1869,9,9,9,9
871,1852,2194,"delay the question, and castit into the dim future. he would not bind himself to thedetails of the measure, because he thought some parts ofit were objectionable. he scporronmediseths,eainddeaofofocb,t,ztiej,n,iinngfrom tenmth4el2mt arasinrßupeportbywfhailcshe he did not deserve. it wasseas net his wish to treat the question as a tenant's oneeiimp:y for the settlement of it, he thought it was neces-for the good of the landlord as wed es the tenant.—(hear.) there was now a ray of sunshine and hopefur ireland which he had not seen fur a length of time;and he trusted that the members around him who werenor be toss severe",0.8803,2,11,[1846],1846,1846,1846,6,6,6,6
872,1802,2194,"and mr. ;oyu lilfby•,.- likewise to he sold by andion upon thi preini:::es., oilfriday the ,iztli day of,n,v.: 1804 -at nine o'clock in thismorning, and-to continue till the winge rs diposed-of, twowaggons, five carts• vita gears, and 'several plonghs•`harrows, and farming u•tensils. a large q'uantity of hayland the crops of wheat, oats, barley, beans, 'f afc..i, pout-.toes, and turnips, arising f, orn tot acres of ground. a lsa""eleven tows, six ,calves, 4,s heel), rs lambs;six.pigs, andeight horses. and a till. wity of machinery,_ltseci in thecarding and spinning of cotron' and several other articles,which will be 'specified in catalogues to be",0.6525,6,2,[1801],1804,1804,1804,1,2,2,2
873,1850,2194,"for the current year of1761. gs. sd.rev. g. c. gorham. this gentleman wasseriously ill last week, bat we are happy to say that the dis-ease has taken a favourable turn, and he israpidly recover•ing.-.xxetcr ning pot.",0.778,13,25,[1850],1847,1847,1853,0,3,3,3
874,1867,2194,"the salvage corps, to looking after the manyvaluables supposed to be buried in the debris, andhoped to be recovered but triflingly injured. un-fortunately the prognostications of those interestedturned out to be quite the reverse, for, owing to thegreat quantity of glass and ironwork that had fallen,what the flames had spared was destroyed by thefall of the roof. even the surveyors to the fireoffices assert that they never beheld a more perfectwreck ; for in what was a few days ago the readingroom only a few bundles of partly consumed papersand books can be discovered, and they are hardlyrecognisable.already steps have",0.9552,40,21,[1863],1864,1863,1863,4,3,4,4
875,1860,2085,"female who lived with him,on suspicion of being concerned in the robbery perpetratedat the cathedral of notre dame, in paris.the press of vienna states, that the two lordships of'lisa and benalek, in bohemia, formerly the property ofcount than and the prince of rohan, have beenpur-chased by the duke of tuscany. •before• 'the official gazette of vienna, of the 14th instant,publishes a decree calling on 124 persons belonging tothe lombardo-venetianthe 16 thoctober,kirieedom underto return notinhavingall their property confiscated.rcountry'letters 'state..that lately in bohemia and particularlyin the eireleseof prague and kouiagratz a great numberof :roman catholi • ' b.abjured' their'catholics` have religion andembraced",0.7096,9,0,[1814],1816,1808,1825,46,44,52,35
876,1853,2194,". an ins ector. they enter the yar or uty, and remain australia. phillips and a. k. cornelius, of weymouth and melcombesteam-packet communication with au a d man corvette amazone, and the platform battery and p ________, :us per barrel in store. old oats maintained 1 slighthoroughly testea, an . l• d f th • • her majesty has also been pleased to appoint joseph regis, dorsetshire, and southam ton r't nv lthours but they are re 'eve rom eir various p ,so ici ors- aer -but new slightly easier to buy. on old 0 t withroutes to that country",0.9266,36,7,[1853],1853,1853,1853,0,0,0,0
877,1844,2194,"princess's theatre, oxford-street.lessee, mr. j. m. maddox.royal victoria theatrethis evening, november 22,nein s pritit.:11 and foreign inaitute.patron.hill royal highness the prince albert.fresident.right honourable the earl of devon.trustees.the lord bishop of st. david's 1 sir george larpent, bart.lord courtenay, m.p. 1 benjamin bond cabbell, esq.(with thirty-three vice-presidents and twenty-four members ofcommittee.)solicitous—messrs. vizard and co., 51, lincoln's inn-fields.the winter session of the institute being now about to commence,the committee have great satisfaction in drawing the attention of thepublic to the first annual report and proceedings of its anniversary,unanimously dopted at a general meeting of the members, the righthon. the earl of devon",0.8868,34,17,[1860],1869,1845,1845,16,25,1,1
878,1852,2194,"18.—wind, s.w., moderate. arrived—wards to 3 feet. sailed—bdward bonstead,challenge, whampoa ; james booth, calcutta ; thomas,honduras, for antwerp. arrived from the river forsouthampton, new york ; wooloomooloo, sydney,new south wales ; constance, hobart town ; marion,akyab ; george dean, algoa bay - monarch, peatsarenas ; asprey, st. hama ; woodmen, pernambuco ;pomona, bahia.southampton' nov. 18.—wind, n.e. arrived—plata, (s), west indies.corry, by bradford, nov. 18.—the doe heridanpo;•lerwick to belbao, has been on a rock.ballona, nov. 18.—the friendship, troon to thinport, has been totally wrecked at killaol.kinsale,nov. 18.—the start of newcastle, fromibrail, touched the rocks and sank in 20 feet of water.waterford,",0.8147,5,7,[1853],1853,1848,1853,1,1,4,1
879,1865,2194,"in low neighbourhoods, as they were notlikely in such quarters to receive the twopencebeer-money for their trouble ; and the consequenceof such neglect is that heaps of refuse are left forweeks at a time, which "" decompose"" and greatlyinjure the health of the inhabitants. dr. green-wood, whose assistant had attended the child,certified that he was well qualified to do so, butwhen he went there he found the child lying on theboards, as the landlord had seized all the things forrent, but on condition of the family removing hereturned the bed. under these circumstances itwas therefore impossible for the medical attendantto",0.967,41,27,[1847],1847,1863,1863,18,18,2,2
880,1853,2194,"crispe, on ericbloll'll caloric engine.admission, is. ; schools, and children under ten years of age,• half-pulce.corrected to hilary term, 1853.the. sixteenth edition, extended and correcta d throuvoghut: withth.s ,tatutes and ic4al decisions to mary term, .6 ictoria, in(ire volume, fcp. bvo price, in cloth, halt. a-guinea,the cabinet lawyer : a popular digestof the laws of england, civil and criminal; with a dic-tionary of law terms, maxims, statutes, and judicial antiquities;correct tables of assessed taxes, stamp duties, excise licenses,and post-horse duties ; post-office regulations, and itison dpline. new edition, correcte brown,lary term, 16th victoria (1853).loldon: longman, green, and longmans.t ozeau' s",0.8203,2,18,[1853],1854,1854,1854,0,1,1,1
881,1822,2647,"25.—tbe porter of the maur-y .. ""1•,. •'4ognhatei;cliftleitliamteraisadagoy trelinkirgame4cl4l6:t.ilassayid'slesesftlisitpbathtmopale.adai feriaboiraloantliaboillas:drld:. --• • , the topknot° sea the men who were wounded, and hwas judged iron this circumstance, that the late diger-' "" otters would won be amicably settled. the company's. - ship rent bad about two-thlrde of her loadlag on. '.. ; *"" board. &ad would sail as aeon as aconseanalcaden shouldhe received (rove pekin.. ~pail. papsts to the 24th instaat bring details of theaspetaileled barbarity of the turks towards the as-breasts natives of scio.—accounts from porpigaaand other places on the spanish frontier. rate 'thatthe fatah military and civil authorities,",0.6612,35,2,[1823],1823,1823,1822,1,1,1,0
882,1859,2084,"felix revolti and mr. wild.acting m anager, mr. charles bishop. tol""proprietor and director mr. chas. heicigars"" twenty per cent. less"" than the usual pp'james steel and co.,78, duke-street,liverpool.j. s. and co. holding the patent for the unitedkingdom, and the only house in the trade allowed tomanufacture cigars by machind.-can therefore supply dealers with the variousbrands at "" twenty per cent. less"" thanthe prices usually charged.terms—cash.-x0if you dine in town, try the palatine dx'rooms,25, cable-street.thenorthern daily tideprice one penny, ~may always be had from the undermentioned news abelitst:mr. feeney, 43, jordan-st. t. w. hall, 37, dale"",,strfifer6l4mr, j. wilkins. conway-st. t. coyne,",0.86,29,28,[1859],1860,1859,1859,0,1,0,0
883,1854,2088,"some worksprotecting it on the weakest points. in fine, all theseworks and constructions, raised in haste, cannot have thestability and resistance of a real permanent fortification.although the russians are provided with large cannon,such pieces are not sufficient without good ramparts. itis, besides, proved by the experience of all sieges that thefire of the besieging party has always an advantage overthat of the very strongest place, because the fire of theattack is always convergent, whereas that of the defenceis, on the contrary, divergentdaily communication with the east.--the pariscorrespondent of the independence belge writes to thatjournal that the french, english, and turkish",0.9764,15,5,[1854],1854,1854,1854,0,0,0,0
884,1836,2194,"extraordinary and mysterious.the impression on his mind was that something fatal hadhappened to her, but he could not charge any person.the parties then quitted the office.",0.9707,0,4,[1846],1844,1844,1844,10,8,8,8
885,1868,2194,"in the retorts. the trip fairlydemonstrated that a maximum amount of steam could bemay stained with oil, at a saving of about 75 per cent. overthe use of coal. the safety of the use of oil for fuel i❑ocean navigation was also shown most satisfactorily, andconfirmed the opinion of those who have faith in liquid fuelfor steamers iu ocean navigation.—wall-street journal.",0.9328,0,10,[1853],1853,1853,1853,15,15,15,15
886,1855,2194,"him for you ; but pe' 0601may have heard from him, as there are two ger'letothe hospital who devote themseltes to writingthe wounded men to their friends.thee"""" may god comfort you under your trial is ""-hope of your well-wither, op"" frances nigilp-• feaanother departure or navvies.—earif 130morning, mr..peto paid a visit of inspection tot esship prince of wales—(it was the durham thatwednesday with navvies, and net the princelf 81as previously reported)—which had on boaruitoibesides rails, forges, wheelbarrows, shovels, olltools. this ship, built\ by messrs. simons, oftis of 650 tons burden, and is fitted up in a 01°8,.0,table manner, with separate",0.7191,49,1,[1846],1856,1846,1855,9,1,9,0
887,1846,2642,"lying heavily on the market.plyingfair, nov. 13.-this morning therewere from 8,000 to 10,000 beasts for sale : nearly 1,000 fromi north and south wales; from 1,000 to 2,000 scotch; 1,200 idevons ; 500 herefords; with many from leicester, lin-coln,and the northern counties. they consisted principallyof store:b such as steers, heifers, cows in: calf, withcalf bulls, &c.easts the largest north country oxen sold atfrom 121. to 181. each ; herefords and devons, from 101. to161. • scotch, from 81. to 14/. ; short-horns, from 121. to 161.,•welsh,' from 81. to 121. ; runts, from 91. to 14/. ; cow, andcalf by",0.8146,2,1,[1844],1846,1846,1846,2,0,0,0
888,1852,2088,"whether such has not been the case there,and such will be the case in the manufacturing districtsalso, if not averted by a return to a national system ofprotection to all classes of british producers, agriculturalas well as manufacturing.a return to protection, or the extension of the principlesof free trade to manufactures, is now only a question oftime, and one which it will not be long before it is solved,and the free traders will find to their cost, that in the agita-tion which they have excited throughout the country, andthe attention which they have drawn towards the subject,that they have called",0.9691,20,14,[1841],1844,1846,1846,11,8,6,6
889,1855,2642,"s. rawke's marchioness (t to 501)sosose3°lsoto1081.staccidints on the midland railway.—yesterday (tlisesday) storming, the "" newspaper train,""due from isaltempaere station at 6 16 a.m., whilst shunt-ing at rugby, plegarailery to its departure for the north,ma tm mit/ as amps very severely sitaki-gsee sealissea, ale was to stay at rugby. thetrail preeseded aar half as i delay ; bat, when tan-nin through the eggs, mirth of wigston station, nearleicester, the treat ea* tea off the line, taking withit ike tea hilewing swipes. after running onthe west he ems imbeds el yards, the vanjumped la the read eggs. the strain ea thecouplings •beteg",0.6124,22,7,[1865],1865,1865,1859,10,10,10,4
890,1846,2194,"best mode of relieving them.did they not hear read from the returns, which they them-selves had placed upon the table of the house, that this familyhad hut one meal a day, and another family had not tastedbread for 48 hours, and if they waited till the next 48 hourswere elapsed they would find them in their graves ? thegovernment had professed an anxiety to relieve the fearfulcalamities of ireland ; let them then come forward frankly ;he was sure that the house would not shrink from giving teeirsupport in any measure which would effectually alleviate theirdistress.—( hear, hear.) but let",0.9445,9,4,[1844],1846,1846,1846,2,0,0,0
891,1859,2194,"of the digorgans,t medicine,practically illustrating the effectual cure, without of indigestion (dyspepsia), habitual constipation, flatulency'acidity, palpitation of the heart, torpidity a the liver,bilous headaches, nervousness, biliousness, general debi-ur razes,lity, cough, asthma, consumption, despondency, spleen, &c.,without pills, purgatives, or medicine of any kind, by asimple, pleasant, and infallible means • adapted to the generalreade.r. lorlon: ba,rry du barry &co 77 regent-etteet.~. ,",0.8069,12,2,[1845],1860,1860,1860,14,1,1,1
892,1863,2194,"ofthe inhabitants of the islands, but whether, looking to theposition of the islands, it was for interests of europe thatthey should be surrendered by england, and to a peoplewithout a government at all ? (hear, hear.) both navaland military authorities concurred with regard to theim-portance of our retaining possession of these islands. thestolen despatch of sir j. young showed the importanceof the lonian islands in a military point of view. duringthe russian war a russian frigate and two corvettes thathad been cruising in the adriatic, rather than run the riskof passing corfu,were sold at trieste, the crews being takento st.",0.9756,42,19,[1854],1854,1860,1860,9,9,3,3
893,1857,2645,"morning that perhaps the mistake might haveoccurred in packing some boxes of specie for thewest indies, which had been sent to southamptonfor shipment. the suggestion was immediatelyacted upon. here was a race—lightning againststeam! and steam with forty-eight hours' start given.instantly the wires asked' whether such a vess hadleft the harbour.' `just weighing anchor,' was theanswer. ' stop her,' frantically shouted the electrictelegraph. it was done. have up on deck certainboxes marked so and so; weigh them carefully.''i hey were weighed; and one—the delinquent—wasfound heavier by just one packet of a hundredsovereigns than it ought to be. let her go,' saidthe",0.9633,18,27,[1844],1853,1859,1859,13,4,2,2
894,1857,2194,"the and also some which afterwards reach shanghai, churchmen, whereof i bare met none. the ordained little offices parents •ti of love. the merchants in china rev. g. w. coopland, assistant chaplain : gwalior, cecil beadon, ................40.,.....whereas(shanghai being the most distant port th;irdle of china. the eastern part of sz'chuen w ) e clergy in china often abandon their prayer-book, and are almost universally large-hearted and benevolent men •ml 4 , ay , 9 p.m., on timir return from dinner at brigadierthey will give largely, but they have not either time or ramsay's, by the mutinous corps of the gwalior",0.8404,1,14,[1853],1857,1857,1857,4,0,0,0
895,1848,2194,"advantages in the life department.policies, insuring the value of leasehold property at the termina-tion of the lease, are also issued.persons whose policies with this company expire on the 25th in-stant, are respectfully reminded that receipts for the renewal of thesame will he found at the head offices in london and liverpool, andin the hands of the respective agents ; and those who, preferring thesecurity offered by this company, may desire to remove their insu-rances, are informed that no expence will be incurred by such re-moral.benj. liendf,rson, resident secretary, london.swinton built, secretary to the company.december 9, 1848.christaias presents.the present season is",0.8834,6,8,[1849],1848,1848,1848,1,0,0,0
896,1845,2194,"save his stake.the %inner to pay 30 sovs. towards expenses. the winnerof the learn noon states, or great eber handicap, 9!b.-xtra, or of zily hatidicap a.,nounting .o 200 sovs. value, withthe winner's stake, from the time of declaring the weights tothe time of starting, both inclusive, 51b extra. .no horse tocarry more than 91b extra. st. leger course.lothario, 5 yrs, 9st—the era,syre, sst 101b—the shadow,,aged, fist 91b—.queen nab, 6 yrs, ast 71b—zsnoni, yrs, sit61b —john o'gaunt, aged. bst 41b—red deer, 4 yrs, bst lib—trueboy, k yrs, 7st 121b—extem1ore, 5 yrs, 7,4 71b—wea-therbit, 3 yrs, 7st 51b—miss elis, 3 yrs, 7st",0.899,14,22,[1867],1867,1867,1847,22,22,22,2
897,1811,2646,"beenelefiverrafrirrn the liauk, thole who wish fot favourite numbers''are intrested to apply iminediately: in the last lottery it was• impossible to obtato a; racket in the country mat the drawing.• • • - fcia.cot7omi4i; colds, &e.lsh's colts foot lozengeb. tote,vv v. lap was the, matte given to, crltstoot by the antient•veho knew l's value4n catighs, &c. it is prepared in the form •koresiges, as the mnbt agreeable to palate ; and' also, that by itseadnallv disbolviog in we mo't'h, ruay wish more certainty be' cnovryed to thh-phits affected; these losengee are deobstt urn,' teleteront rid inbrocating, allayirkthe.tickling sensation whichsoccaidorts'conesing, cleartog",0.5334,2,11,[1801],1805,1805,1801,10,6,6,10
898,1861,2194,"very limited ; the deferred remained till 6 pc. has been pdß 100 - -st do b stock loo - -, at 42-1, but the certificates have risen to 61 ; st nth. eastern-berwick 100 1004 10191 turkish 6 per cents. are firmer at 811 81 ; ditto, 25s bon,lge.alle. purchase 1?.01:..4 hdi pi 574 dr 1858, at 71i 72 ; and the £loo bonds have advanced at northrokndon100 95 97a t 0 7 41,- 71,- . 10 do new 5 - -✓ 19.16.4 north staffordshire1 the operations in the railway share market 10 n. and s. w. junction all",0.8217,3,27,[1859],1859,1859,1860,2,2,2,1
899,1801,2646,"which, report lays, bring an offici.il k. • •gratitiou of that event: 'us came by ny.t)hamiurgh.ile swift, of 14 guns, lllll from lidson,lived at plymouth with difpatches, is alfo rci4u+ have hr,!tight cunj,!4r accounts.11)1,.. • -alc o;ieer,.fithil61.0,dpet.ce re.td toji~,~l 4•pre.menqe,by111.2toytn.oi.""pol.hisfereker-i aterecjtea.con.m (tcts cal'pp]l,r7• ardiertolliiiiftupiewd*. •mail. 71us dayi—wied & 8. w.alamo. sae.o -hfogistsb ' • ' 4 0i dablik al*o al4l elsass,1145,t,11 j : . tttitiou..t4t pere ieinthit moning arrive 4 thenowt ""virallapfacken captain ilvtirow, witha nefreniei;r4oitod to have *welt an accountof the farteilder,of alexandria: thelieo g sbapukes, &pain tlsama,,; in tronleqbeank apingto take his ilation. at the wefer, takes cost",0.7045,54,13,[1805],1805,1805,1805,4,4,4,4
900,1852,2194,"bearing hdo., dl oait, ze•geninsig, at eight. ado:diatom is. and 2s.- 83places at nine o'clock yesterday morning.-the stations longer retard what has come at last to the 10th december, 1846, that the l • still larger streamers. the • • id2ol.l';x•e•ter..: :• 17% •• -•• dia.caledonian•• 50 16% - 16% 16% %16proc amation of principa entrance was .. ....are arranged in order of latitude.be viewed as a necessity by the entire population. the vote on the plebiscite of the 2d december should bung with crimson drapery, arranged in the shape of c.,hutobsitineraaneddi3liciefulyth ;usenet au !,11 2s; 2201! d.theatre royal, drury-lane.ind",0.7513,14,27,[1846],1846,1846,1846,6,6,6,6
